source_type,reference_code,generic_name,trade_name,dosage_form,manufacturer,status
TMT,1160720,ไทยนครพัฒนา,CLARENZ 28,"(ethinylestradiol 20 mcg + gestodene 75 mcg) coated tablet, 28 tablets pack",ไทยนครพัฒนา,ACTIVE
TMT,940691,อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,CLARICIN-P 500,"(clarithromycin 500 mg) film-coated tablet, 1 tablet",อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,ACTIVE
TMT,1303993,"DELPHARM MONTREAL, CANADA",CLARICLEAR,"(oxymetazoline hydrochloride 50 mg/100 mL) nasal spray, solution, 15 mL bottle","DELPHARM MONTREAL, CANADA",ACTIVE
TMT,285678,ไบโอแลป,CLARID,"(loratadine 10 mg) tablet, 1 tablet",ไบโอแลป,ACTIVE
TMT,505344,"STIEFEL LABORATORIES, PAKISTAN",CLARIDERM,"(hydroquinone 2 g/100 g) cream, 5 g tube","STIEFEL LABORATORIES, PAKISTAN",ACTIVE
TMT,505363,"STIEFEL LABORATORIES, PAKISTAN",CLARIDERM D.S.,"(hydroquinone 4 g/100 g) cream, 5 g tube","STIEFEL LABORATORIES, PAKISTAN",ACTIVE
TMT,285697,สุพงษ์เภสัช,CLARIDINE,"(loratadine 10 mg) tablet, 1 tablet",สุพงษ์เภสัช,ACTIVE
TMT,618988,สุพงษ์เภสัช,CLARIDINE,"(loratadine 5 mg/5 mL) syrup, 60 mL bottle",สุพงษ์เภสัช,ACTIVE
TMT,1297222,"IND-SWIFT, INDIA",CLARIE OD,"(clarithromycin 500 mg) prolonged-release tablet, 1 tablet","IND-SWIFT, INDIA",ACTIVE
TMT,285759,"SCHERING-PLOUGH, MEXICO",CLARIFLU,"(loratadine 2.5 mg + paracetamol 500 mg + pseudoephedrine hydrochloride 60 mg) tablet, 1 tablet","SCHERING-PLOUGH, MEXICO",ACTIVE
TMT,285771,นิวยอร์ค เคมีเกิ้ล,CLARIGY,"(loratadine 10 mg) tablet, 1 tablet",นิวยอร์ค เคมีเกิ้ล,ACTIVE
TMT,619004,นิวยอร์ค เคมีเกิ้ล,CLARIGY,"(loratadine 5 mg/5 mL) syrup, 60 mL bottle",นิวยอร์ค เคมีเกิ้ล,ACTIVE
TMT,906517,เบสซี่แอรอน,CLARIGY,"(loratadine 10 mg) tablet, 1 tablet",เบสซี่แอรอน,ACTIVE
TMT,618758,"SANOFI-AVENTIS, ARGENTINA",CLARINASE,"(loratadine 5 mg/5 mL + pseudoephedrine hydrochloride 60 mg/5 mL) syrup, 60 mL bottle","SANOFI-AVENTIS, ARGENTINA",ACTIVE
TMT,285839,"SCHERING-PLOUGH, SPAIN",CLARINASE,"(loratadine 10 mg + pseudoephedrine hydrochloride 240 mg) prolonged-release tablet, 1 tablet","SCHERING-PLOUGH, SPAIN",ACTIVE
TMT,285887,"SCHERING-PLOUGH LABO, BELGIUM",CLARINASE REPETABS,"(loratadine 5 mg + pseudoephedrine hydrochloride 120 mg) prolonged-release tablet, 1 tablet","SCHERING-PLOUGH LABO, BELGIUM",ACTIVE
TMT,1139941,"GE HEALTHCARE, NORWAY",CLARISCAN,"(gadoteric acid 10 mmol/20 mL) solution for injection, 20 mL vial","GE HEALTHCARE, NORWAY",ACTIVE
TMT,1139871,"GE HEALTHCARE, NORWAY",CLARISCAN,"(gadoteric acid 5 mmol/10 mL) solution for injection, 10 mL vial","GE HEALTHCARE, NORWAY",ACTIVE
TMT,285904,สหการโอสถ,CLARITEX,"(loratadine 10 mg) tablet, 1 tablet",สหการโอสถ,ACTIVE
TMT,285927,แอล.บี.เอส. แลบบอเรตอรี่,CLARITH 250,"(clarithromycin 250 mg) film-coated tablet, 1 tablet",แอล.บี.เอส. แลบบอเรตอรี่,ACTIVE
TMT,285943,แอล.บี.เอส. แลบบอเรตอรี่,CLARITH 500,"(clarithromycin 500 mg) film-coated tablet, 1 tablet",แอล.บี.เอส. แลบบอเรตอรี่,ACTIVE
TMT,285962,มิลาโน,CLARITINO,"(loratadine 10 mg) tablet, 1 tablet",มิลาโน,ACTIVE
TMT,906555,"MERCK SHARP & DOHME, INDONESIA",CLARITYNE,"(loratadine 10 mg) tablet, 1 tablet","MERCK SHARP & DOHME, INDONESIA",ACTIVE
TMT,906538,"MERCK SHARP & DOHME, INDONESIA",CLARITYNE,"(loratadine 5 mg/5 mL) syrup, 100 mL bottle","MERCK SHARP & DOHME, INDONESIA",ACTIVE
TMT,285989,"P.T. SCHERING-PLOUGH, INDONESIA",CLARITYNE,"(loratadine 10 mg) tablet, 1 tablet","P.T. SCHERING-PLOUGH, INDONESIA",ACTIVE
TMT,696675,"P.T. SCHERING-PLOUGH, INDONESIA",CLARITYNE,"(loratadine 5 mg/5 mL) syrup, 100 mL bottle","P.T. SCHERING-PLOUGH, INDONESIA",ACTIVE
TMT,286009,"SCHERING-PLOUGH LABO, BELGIUM",CLARITYNE,"(loratadine 10 mg) tablet, 1 tablet","SCHERING-PLOUGH LABO, BELGIUM",ACTIVE
TMT,619027,"SCHERING-PLOUGH LABO, BELGIUM",CLARITYNE,"(loratadine 5 mg/5 mL) syrup, 100 mL bottle","SCHERING-PLOUGH LABO, BELGIUM",ACTIVE
TMT,286045,"ASTA MEDICA ARZNEIMITTEL, AUSTRIA",CLARITYNE EFFERVESCENT,"(loratadine 10 mg) effervescent tablet, 1 tablet","ASTA MEDICA ARZNEIMITTEL, AUSTRIA",ACTIVE
TMT,286066,"SCHERER DDS, U.K.",CLARITYNE REDITABS,"(loratadine 10 mg) tablet, 1 tablet","SCHERER DDS, U.K.",ACTIVE
TMT,1327534,โปลิฟาร์ม,CLARIUS,"(desloratadine 5 mg) film-coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
TMT,1291437,โปลิฟาร์ม,CLARIUS SYRUP 0.5 MG/ML,"(desloratadine 500 mcg/1 mL) syrup, 60 mL bottle",โปลิฟาร์ม,ACTIVE
TMT,286084,สยามเภสัช,CLARON,"(clarithromycin 250 mg) film-coated tablet, 1 tablet",สยามเภสัช,ACTIVE
TMT,286107,สยามเภสัช,CLARON,"(clarithromycin 500 mg) film-coated tablet, 1 tablet",สยามเภสัช,ACTIVE
TMT,286148,ห้างขายยาตราเจ็ดดาว,CLARYNE,"(loratadine 10 mg) coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,619043,ห้างขายยาตราเจ็ดดาว,CLARYNE,"(loratadine 5 mg/5 mL) syrup, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,906593,ที.พี. ดรัก แลบบอราทอรี่ส์ (พระราม 2,CLATACEF-3,") (cefotaxime 1 g) powder for solution for injection/infusion, 1 vial",ที.พี. ดรัก แลบบอราทอรี่ส์ (พระราม 2),ACTIVE
TMT,286169,นิวไลฟ์ฟาร์ม่า,CLATIDYNE,"(loratadine 10 mg) tablet, 1 tablet",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,619062,นิวไลฟ์ฟาร์ม่า,CLATIDYNE,"(loratadine 5 mg/5 mL) syrup, 60 mL bottle",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,286182,นิวไลฟ์ฟาร์ม่า,CLATIDYNE-O,"(loratadine 10 mg) tablet, 1 tablet",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,286202,โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า,CLATROCIN 500,"(clarithromycin 500 mg) film-coated tablet, 1 tablet",โรงงานเภสัชกรรมเกร๊ทเตอร์ฟาร์ม่า,ACTIVE
TMT,538644,"ALKEM LABORATORIES, INDIA",CLAVAM,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1 vial","ALKEM LABORATORIES, INDIA",ACTIVE
TMT,286225,"ALKEM LABORATORIES, INDIA",CLAVAM 1000,"(amoxicillin 875 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","ALKEM LABORATORIES, INDIA",ACTIVE
TMT,286241,"ALKEM LABORATORIES, INDIA",CLAVAM 375,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","ALKEM LABORATORIES, INDIA",ACTIVE
TMT,286260,"ALKEM LABORATORIES, INDIA",CLAVAM 625,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","ALKEM LABORATORIES, INDIA",ACTIVE
TMT,539434,"P.T. KALBE FARMA, INDONESIA",CLAVENTIN,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1 vial","P.T. KALBE FARMA, INDONESIA",ACTIVE
TMT,585523,"P.T. KALBE FARMA, INDONESIA",CLAVENTIN,"(amoxicillin 125 mg/5 mL + clavulanic acid 31.25 mg/5 mL) powder for oral suspension, 60 mL bottle","P.T. KALBE FARMA, INDONESIA",ACTIVE
TMT,286287,"P.T. KALBE FARMA, INDONESIA",CLAVENTIN-375,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","P.T. KALBE FARMA, INDONESIA",ACTIVE
TMT,286304,"P.T. KALBE FARMA, INDONESIA",CLAVENTIN-625,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","P.T. KALBE FARMA, INDONESIA",ACTIVE
TMT,538628,"STRIDES ARCOLAB, INDIA",CLAVICIN,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1 vial","STRIDES ARCOLAB, INDIA",ACTIVE
TMT,286327,ห้างขายยาตราเจ็ดดาว,CLAVICO 1000,"(amoxicillin 875 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,585547,ห้างขายยาตราเจ็ดดาว,CLAVICO 156,"(amoxicillin 125 mg/5 mL + clavulanic acid 31.25 mg/5 mL) powder for oral suspension, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,585568,ห้างขายยาตราเจ็ดดาว,CLAVICO 228,"(amoxicillin 200 mg/5 mL + clavulanic acid 28.5 mg/5 mL) powder for oral suspension, 70 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,585608,ห้างขายยาตราเจ็ดดาว,CLAVICO 312,"(amoxicillin 125 mg/5 mL + clavulanic acid 62 mg/5 mL) powder for oral suspension, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,286343,ห้างขายยาตราเจ็ดดาว,CLAVICO 375,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,585620,ห้างขายยาตราเจ็ดดาว,CLAVICO 457,"(amoxicillin 400 mg/5 mL + clavulanic acid 57 mg/5 mL) powder for oral suspension, 70 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,286362,ห้างขายยาตราเจ็ดดาว,CLAVICO 625,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,539273,"REYOUNG PHARMACEUTICAL, CHINA",CLAVMOXY,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1 vial","REYOUNG PHARMACEUTICAL, CHINA",ACTIVE
TMT,286389,"REYOUNG PHARMACEUTICAL, CHINA",CLAVMOXY,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","REYOUNG PHARMACEUTICAL, CHINA",ACTIVE
TMT,286406,"REYOUNG PHARMACEUTICAL, CHINA",CLAVMOXY,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","REYOUNG PHARMACEUTICAL, CHINA",ACTIVE
TMT,286423,"REMEDICA, CYPRUS",CLAVOMID 375 FC,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","REMEDICA, CYPRUS",ACTIVE
TMT,286447,"REMEDICA, CYPRUS",CLAVOMID 625 FC,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","REMEDICA, CYPRUS",ACTIVE
TMT,585649,"SIGMA PHARMACEUTICALS, AUSTRALIA",CLAVULIN,"(amoxicillin 125 mg/5 mL + clavulanic acid 31.25 mg/5 mL) powder for oral suspension, 60 mL bottle","SIGMA PHARMACEUTICALS, AUSTRALIA",ACTIVE
TMT,585665,"SIGMA PHARMACEUTICALS, AUSTRALIA",CLAVULIN,"(amoxicillin 250 mg/5 mL + clavulanic acid 62.5 mg/5 mL) powder for oral suspension, 60 mL bottle","SIGMA PHARMACEUTICALS, AUSTRALIA",ACTIVE
TMT,538848,"SMITHKLINE BEECHAM PHARMACEUTICALS, U.K.",CLAVULIN,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1 vial","SMITHKLINE BEECHAM PHARMACEUTICALS, U.K.",ACTIVE
TMT,538491,"SMITHKLINE BEECHAM PHARMACEUTICALS, U.K.",CLAVULIN,"(amoxicillin 1 g + clavulanic acid 200 mg) powder for solution for injection/infusion, 1.2 g vial (i","SMITHKLINE BEECHAM PHARMACEUTICALS, U.K.",ACTIVE
TMT,286468,"SIGMA PHARMACEUTICALS, AUSTRALIA",CLAVULIN 375,"(amoxicillin 250 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","SIGMA PHARMACEUTICALS, AUSTRALIA",ACTIVE
TMT,286481,"SIGMA PHARMACEUTICALS, AUSTRALIA",CLAVULIN 625,"(amoxicillin 500 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","SIGMA PHARMACEUTICALS, AUSTRALIA",ACTIVE
TMT,286508,"SIGMA PHARMACEUTICALS, AUSTRALIA",CLAVULIN DUO FORTE,"(amoxicillin 875 mg + clavulanic acid 125 mg) film-coated tablet, 1 tablet","SIGMA PHARMACEUTICALS, AUSTRALIA",ACTIVE
TMT,286520,ห้างขายยาตราเจ็ดดาว,CLAZIDE,"(gliclazide 80 mg) tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,914408,บางกอกแล็ป แอนด์ คอสเมติค,CLEANOZE,"(sodium chloride 990 mg) nasal drops, powder for solution, 2.265 g sachet",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,517259,"HERMAL KURT HERRMANN, GERMANY",CLEARASIL PIMPLE,"(sulfur 8 g/100 g + triclosan 100 mg/100 g) cream, 100 g tube","HERMAL KURT HERRMANN, GERMANY",ACTIVE
TMT,286565,ยูเมด้า,CLEARASIT,"(mebendazole 500 mg) film-coated tablet, 1 tablet",ยูเมด้า,ACTIVE
TMT,570334,ยูเมด้า,CLEARAZOLE,"(metronidazole 500 mg/100 mL) solution for infusion, 100 mL vial",ยูเมด้า,ACTIVE
TMT,1165699,เอเบิ้ล เมดิคอล,CLEARAZOLE,"(metronidazole 500 mg/100 mL) solution for infusion, 100 mL bag",เอเบิ้ล เมดิคอล,ACTIVE
TMT,719758,"CHIESI FARMACEUTICI, ITALY",CLENIL,"(beclometasone dipropionate 250 mcg/1 dose) pressurised inhalation, solution, 200 dose actuation","CHIESI FARMACEUTICI, ITALY",ACTIVE
TMT,719801,"CHIESI FARMACEUTICI, ITALY",CLENIL,"(beclometasone dipropionate 50 mcg/1 dose) pressurised inhalation, solution, 200 dose actuation","CHIESI FARMACEUTICI, ITALY",ACTIVE
TMT,1000657,มิลลิเมด,CLEO,"(ethinylestradiol 30 mcg + levonorgestrel 150 mcg) tablet, 28 tablets pack",มิลลิเมด,ACTIVE
TMT,494516,โอสถ อินเตอร์ แลบบอราทอรีส์,CLEO-TOP,"(clindamycin 1 g/100 mL) cutaneous liquid, 100 mL bottle",โอสถ อินเตอร์ แลบบอราทอรีส์,ACTIVE
TMT,107326,"GLAND PHARMA, INDIA",CLEVAS,"(heparin sodium 5000 iu/1 mL) solution for injection, 1 mL vial","GLAND PHARMA, INDIA",ACTIVE
TMT,107110,"SANOFI WINTHROP, FRANCE",CLEXANE,"(enoxaparin sodium 40 mg/0.4 mL) solution for injection, 0.4 mL prefilled syr","SANOFI WINTHROP, FRANCE",ACTIVE
TMT,107134,"SANOFI WINTHROP, FRANCE",CLEXANE,"(enoxaparin sodium 60 mg/0.6 mL) solution for injection, 0.6 mL prefilled syr","SANOFI WINTHROP, FRANCE",ACTIVE
TMT,107152,"SANOFI WINTHROP, FRANCE",CLEXANE,"(enoxaparin sodium 80 mg/0.8 mL) solution for injection, 0.8 mL prefilled syr","SANOFI WINTHROP, FRANCE",ACTIVE
TMT,107199,"SANOFI WINTHROP, FRANCE",CLEXANE FORTE,"(enoxaparin sodium 150 mg/1 mL) solution for injection, 1 mL ampoule","SANOFI WINTHROP, FRANCE",ACTIVE
TMT,494544,ห้างขายยาตราเจ็ดดาว,CLIENE,"(clindamycin 1 g/100 mL) cutaneous solution, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,501306,บางกอกแล็ป แอนด์ คอสเมติค,CLILAMINE COOL,(calamine 10 g/100 mL + diphenhydramine hydrochloride 1 g/100 mL + zinc oxide 3 g/100 mL) cutaneous ,บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,679764,"3M DRUG DELIVERY SYSTEMS, U.S.A.",CLIMARA 25,"(estradiol 2 mg) transdermal patch, 1 patch","3M DRUG DELIVERY SYSTEMS, U.S.A.",ACTIVE
TMT,679819,"3M DRUG DELIVERY SYSTEMS, U.S.A.",CLIMARA 50,"(estradiol 3.8 mg) transdermal patch, 1 patch","3M DRUG DELIVERY SYSTEMS, U.S.A.",ACTIVE
TMT,679874,"BAYER PHARMA, GERMANY",CLIMEN 28,"(cyproterone 1 mg + estradiol 2 mg) coated tablet, 28 tablets pack","BAYER PHARMA, GERMANY",ACTIVE
TMT,679890,"BAYER WEIMAR, GERMANY",CLIMEN 28,"(cyproterone 1 mg + estradiol 2 mg) coated tablet, 28 tablets pack","BAYER WEIMAR, GERMANY",ACTIVE
TMT,494571,ห้างขายยาตราเจ็ดดาว,CLIN,"(clindamycin 1 g/100 mL) cutaneous liquid, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,286583,ห้างขายยาตราเจ็ดดาว,CLIN 150,"(clindamycin 150 mg) capsule, hard, 1 capsule",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,286605,ห้างขายยาตราเจ็ดดาว,CLIN 300,"(clindamycin 300 mg) capsule, hard, 1 capsule",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,612904,บางกอกแล็ป แอนด์ คอสเมติค,CLINADRYL,"(ammonium chloride 125 mg/5 mL + diphenhydramine hydrochloride 12.5 mg/5 mL) syrup, 60 mL bottle",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,502569,บางกอกแล็ป แอนด์ คอสเมติค,CLINALAR-N,"(fluocinolone acetonide 25 mg/100 g + neomycin sulfate 350 mg/100 g) cream, 5 g tube",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,1144155,มิลลิเมด,CLINAMED,"(clindamycin 150 mg) capsule, hard, 1 capsule",มิลลิเมด,ACTIVE
TMT,1144193,มิลลิเมด,CLINAMED-FORTE,"(clindamycin 300 mg) capsule, hard, 1 capsule",มิลลิเมด,ACTIVE
TMT,494626,ห้างขายยาตราเจ็ดดาว,CLINCE STAR,"(clindamycin 1 g/100 mL) cutaneous solution, 60 mL bottle",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,494642,มิลลิเมด,CLINDA CARE,"(clindamycin 1 g/100 mL) cutaneous solution, 100 mL bottle",มิลลิเมด,ACTIVE
TMT,718234,มิลลิเมด,CLINDA CARE,"(clindamycin 1 g/100 mL) cutaneous solution, 15 mL bottle",มิลลิเมด,ACTIVE
TMT,864921,"DPT LABORATORIES, U.S.A.",CLINDA GEL,"(clindamycin 1 g/100 g) gel, 40 mL tube","DPT LABORATORIES, U.S.A.",ACTIVE
TMT,1140342,องค์การเภสัชกรรม (ปทุมธานี,CLINDA GPO,") (clindamycin 150 mg) capsule, hard, 1 capsule",องค์การเภสัชกรรม (ปทุมธานี),ACTIVE
TMT,1140388,องค์การเภสัชกรรม (ปทุมธานี,CLINDA GPO,") (clindamycin 300 mg) capsule, hard, 1 capsule",องค์การเภสัชกรรม (ปทุมธานี),ACTIVE
TMT,286622,องค์การเภสัชกรรม,CLINDA GPO,"(clindamycin 150 mg) capsule, hard, 1 capsule",องค์การเภสัชกรรม,ACTIVE
TMT,286646,องค์การเภสัชกรรม,CLINDA GPO,"(clindamycin 300 mg) capsule, hard, 1 capsule",องค์การเภสัชกรรม,ACTIVE
TMT,864899,"ENCUBE ETHICALS, INDIA",CLINDAC A,"(clindamycin 1 g/100 g) gel, 10 g tube","ENCUBE ETHICALS, INDIA",ACTIVE
TMT,286667,นิวไลฟ์ฟาร์ม่า,CLINDACAP-150,"(clindamycin 150 mg) capsule, hard, 1 capsule",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,286680,นิวไลฟ์ฟาร์ม่า,CLINDACAP-300,"(clindamycin 300 mg) capsule, hard, 1 capsule",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,554088,"STRIDES ARCOLAB, INDIA",CLINDACIN,"(clindamycin 300 mg/2 mL) solution for injection/infusion, 2 mL ampoule","STRIDES ARCOLAB, INDIA",ACTIVE
TMT,758311,สหแพทย์เภสัช,CLINDACNE,"(clindamycin phosphate 1 g/100 g) gel, 5 g tube",สหแพทย์เภสัช,ACTIVE
TMT,1274750,สหแพทย์เภสัช,CLINDACNE GEL,"(clindamycin 1 g/100 g) gel, 10 g tube",สหแพทย์เภสัช,ACTIVE
TMT,494690,สามัคคีเภสัช,CLINDALIN,"(clindamycin 1 g/100 g) gel, 5 g tube",สามัคคีเภสัช,ACTIVE
TMT,553992,สามัคคีเภสัช,CLINDALIN,"(clindamycin 300 mg/2 mL) solution for injection/infusion, 2 mL ampoule",สามัคคีเภสัช,ACTIVE
TMT,494711,อาร์.พี.ซี. อินเตอร์เนชั่นแนล,CLINDA-M,"(clindamycin 1 g/100 mL) cutaneous solution, 10 mL bottle",อาร์.พี.ซี. อินเตอร์เนชั่นแนล,ACTIVE
TMT,494730,อาร์.พี.ซี. อินเตอร์เนชั่นแนล,CLINDA-M,"(clindamycin 1 g/100 mL) cutaneous solution, 15 mL bottle",อาร์.พี.ซี. อินเตอร์เนชั่นแนล,ACTIVE
TMT,494753,ที.แมน ฟาร์มา,CLINDAMAN,"(clindamycin 1 g/100 g) gel, 5 g tube",ที.แมน ฟาร์มา,ACTIVE
TMT,998326,ที.แมน ฟาร์มา,CLINDAMAN,"(clindamycin 1 g/100 mL) cutaneous solution, 15 mL bottle",ที.แมน ฟาร์มา,ACTIVE
TMT,795883,ที.แมน ฟาร์มา,CLINDAMAN-150,"(clindamycin 150 mg) capsule, hard, 1 capsule",ที.แมน ฟาร์มา,ACTIVE
TMT,795906,ที.แมน ฟาร์มา,CLINDAMAN-300,"(clindamycin 300 mg) capsule, hard, 1 capsule",ที.แมน ฟาร์มา,ACTIVE
TMT,494776,เมดิซีน โปรดักส์,CLINDAMED,"(clindamycin 1 g/100 mL) cutaneous liquid, 100 mL bottle",เมดิซีน โปรดักส์,ACTIVE
TMT,987069,F 13814,CLINDAMYCIN,"(clindamycin 1 g/100 mL) cutaneous solution, 15 mL bottle",โรงพยาบาลศิริราช,ACTIVE
TMT,553740,"HOSPIRA, U.S.A.",CLINDAMYCIN,"(clindamycin 300 mg/2 mL) solution for injection/infusion, 2 mL ampoule","HOSPIRA, U.S.A.",ACTIVE
TMT,1154593,M 10723,CLINDAMYCIN,"(clindamycin 20 mg/1 mL) oral suspension, 60 mL bottle",โรงพยาบาลแม่สอด,ACTIVE
TMT,1266590,M 12438,CLINDAMYCIN,"(clindamycin 20 mg/1 mL) oral suspension, 30 mL bottle",สถาบันสุขภาพเด็กแห่งชาติมหาราชินี,ACTIVE
TMT,286701,"PT. NOVELL PHARMACEUTICAL LABORATORIES, INDONESIA",CLINDAMYCIN,"(clindamycin 150 mg) capsule, hard, 1 capsule","PT. NOVELL PHARMACEUTICAL LABORATORIES, INDONESIA",ACTIVE
TMT,286729,"PT. NOVELL PHARMACEUTICAL LABORATORIES, INDONESIA",CLINDAMYCIN,"(clindamycin 300 mg) capsule, hard, 1 capsule","PT. NOVELL PHARMACEUTICAL LABORATORIES, INDONESIA",ACTIVE
TMT,494814,บางกอกแล็ป แอนด์ คอสเมติค,CLINDAMYCIN,"(clindamycin 1 g/100 mL) cutaneous solution, 100 mL bottle",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,494795,ไบโอแลป,CLINDAMYCIN,"(clindamycin 1 g/100 mL) cutaneous liquid, 100 mL bottle",ไบโอแลป,ACTIVE
TMT,971336,F 13781,CLINDAMYCIN 1% LOTION,"(clindamycin hydrochloride 1 g/100 mL) cutaneous solution, 60 mL bottle",โรงพยาบาลรามาธิบดี,ACTIVE
TMT,845902,โอสถ อินเตอร์ แลบบอราทอรีส์,CLINDAMYCIN 300,"(clindamycin 300 mg) capsule, hard, 1 capsule",โอสถ อินเตอร์ แลบบอราทอรีส์,ACTIVE
TMT,773103,HOSPITAL FORMULARY,CLINDAMYCIN EYE DROPS,"(clindamycin 5 g/100 mL) eye drops, solution (invalid)",HOSPITAL FORMULARY,ACTIVE
TMT,949711,F 10666,CLINDAMYCIN LOTION,"(clindamycin 1 g/100 mL) cutaneous solution, 30 mL bottle",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1341907,"NORTH CHINA PHARMACEUTICAL, CHINA",CLINDAMYCIN PHOSPHATE INJECTION,"(clindamycin 600 mg/4 mL) solution for injection/infusion, 4 mL ampoule","NORTH CHINA PHARMACEUTICAL, CHINA",ACTIVE
TMT,554144,"STRIDES ARCOLAB, INDIA",CLINDAMYCIN SANDOZ,"(clindamycin 300 mg/2 mL) solution for injection/infusion, 2 mL ampoule","STRIDES ARCOLAB, INDIA",ACTIVE
TMT,836986,"U SQUARE LIFESCIENCE, INDIA",CLINDAMYCIN USP,"(clindamycin 600 mg/4 mL) solution for injection/infusion, 4 mL ampoule","U SQUARE LIFESCIENCE, INDIA",ACTIVE
TMT,988463,"U SQUARE LIFESCIENCE, INDIA",CLINDAMYCIN USP,"(clindamycin 600 mg/4 mL) solution for injection/infusion, 4 mL vial","U SQUARE LIFESCIENCE, INDIA",ACTIVE
TMT,286740,เวสโก ฟาร์มาซูติคอล,CLINDAMYCIN-150,"(clindamycin 150 mg) capsule, hard, 1 capsule",เวสโก ฟาร์มาซูติคอล,ACTIVE
TMT,286764,เวสโก ฟาร์มาซูติคอล,CLINDAMYCIN-300,"(clindamycin 300 mg) capsule, hard, 1 capsule",เวสโก ฟาร์มาซูติคอล,ACTIVE
TMT,286786,นิด้า ฟาร์มา,CLINDAMYCIN-NIDA,"(clindamycin 150 mg) capsule, hard, 1 capsule",นิด้า ฟาร์มา,ACTIVE
TMT,286803,นิด้า ฟาร์มา,CLINDAMYCIN-NIDA,"(clindamycin 300 mg) capsule, hard, 1 capsule",นิด้า ฟาร์มา,ACTIVE
TMT,554163,นิด้า ฟาร์มา,CLINDAMYCIN-NIDA,"(clindamycin 300 mg/2 mL) solution for injection/infusion, 2 mL ampoule",นิด้า ฟาร์มา,ACTIVE
TMT,286826,อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,CLINDA-P,"(clindamycin 300 mg) capsule, hard, 1 capsule",อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,ACTIVE
