source_type,reference_code,generic_name,trade_name,dosage_form,manufacturer,status
TMT,1049236,F 12249,0.0001% DPCP,"(diphenylcyclopropenone 100 mcg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1049289,F 12249,0.0005% DPCP,"(diphenylcyclopropenone 500 mcg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1049338,F 12249,0.001% DPCP,"(diphenylcyclopropenone 1 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1049386,F 12249,0.005% DPCP,"(diphenylcyclopropenone 5 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1270858,M 13756,0.01% ATROPINE EYE DROP 10 ML,"(atropine sulfate 10 mg/100 mL) eye drops, solution, 10 mL bottle","จุฬาลงกรณ์ สภากาชาดไทย,รพ.",ACTIVE
TMT,1049431,F 12249,0.01% DPCP,"(diphenylcyclopropenone 10 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1182053,F 13777,0.02% MITOMYCIN-C EYE DROPS,"(mitomycin 20 mg/100 mL) eye drops, solution, 10 mL bottle",โรงพยาบาลศรีนครินทร์,ACTIVE
TMT,1354274,F 10666,0.02% TA CREAM 30 G,"(triamcinolone acetonide 20 mg/100 g) cream, 30 g tube",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1049483,F 12249,0.025% DPCP,"(diphenylcyclopropenone 25 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1182114,F 13777,0.04% MITOMYCIN-C EYE DROPS,"(mitomycin 40 mg/100 mL) eye drops, solution, 10 mL bottle",โรงพยาบาลศรีนครินทร์,ACTIVE
TMT,1049533,F 12249,0.05% DPCP,"(diphenylcyclopropenone 50 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1271698,M 13777,0.05% VORICONAZOLE EYE INJECTION,"(voriconazole 50 mg/100 mL) solution for injection, 0.2 mL prefilled syr",โรงพยาบาลศรีนครินทร์,ACTIVE
TMT,1178098,F 12499,0.1 %TA + 5 % LCD CREAM,"(coal tar 5 mL/100 g + triamcinolone acetonide 100 mg/100 g) cream, 10 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1174122,F 12499,0.1 %TA + 5 % LCD CREAM,"(coal tar 5 mL/100 g + triamcinolone acetonide 100 mg/100 g) cream, 250 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1201702,F 12499,0.1 %TA + 5 % LCD CREAM,"(coal tar 5 mL/100 g + triamcinolone acetonide 100 mg/100 g) cream, 50 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1049580,F 12249,0.1% DPCP,"(diphenylcyclopropenone 100 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1220864,F 12499,0.1% T.A. + 2% SALICYLIC ACID OINTMENT,"(salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 50 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1178120,F 12499,0.1% TA + 10% UREA CREAM,"(triamcinolone acetonide 100 mg/100 g + urea 10 g/100 g) cream, 10 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1174179,F 12499,0.1% TA + 10% UREA CREAM,"(triamcinolone acetonide 100 mg/100 g + urea 10 g/100 g) cream, 250 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1196998,F 12499,0.1% TA + 10% UREA CREAM,"(triamcinolone acetonide 100 mg/100 g + urea 10 g/100 g) cream, 50 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1178177,F 12499,0.1% TA + 2% SALICYLIC ACID OINTMENT,"(salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 10 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1178219,F 12499,0.1% TA + 2% SALICYLIC ACID OINTMENT,"(salicylic acid 2 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 250 g jar",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1352336,F 10666,0.1% TA CREAM 120 G,"(triamcinolone acetonide 100 mg/100 g) cream, 120 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1351629,F 10666,0.1% TA CREAM 30 G,"(triamcinolone acetonide 100 mg/100 g) cream, 30 g tube",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1255963,F 10674,0.1% TRYPAN BLUE,"(trypan blue stain 100 mg/100 mL) solution for injection, 5 mL vial",โรงพยาบาลเชียงรายประชานุเคราะห์,ACTIVE
TMT,1255633,F 10666,0.12% CHLORHEXIDINE 1000 ML,"(chlorhexidine gluconate 120 mg/100 mL) cutaneous solution, 1 L gallon",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1315169,F 10700,0.12% CHLORHEXIDINE MOUTH WASH 1000 ML,"(chlorhexidine gluconate 120 mg/100 mL) gargle/mouthwash, 1 L gallon",โรงพยาบาลศรีสะเกษ,ACTIVE
TMT,674425,ไทยโอซูก้า,0.15% POTASSIUM CHLORIDE AND 0.9% SODIUM CHLORIDE INTRAVENOUS INFUSION B.P,"(potassium chloride 150 mg/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bottle",ไทยโอซูก้า,ACTIVE
TMT,1308637,ไทยโอซูก้า,0.15% POTASSIUM CHLORIDE AND 0.9% SODIUM CHLORIDE INTRAVENOUS INFUSION B.P.,"(potassium chloride 150 mg/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag",ไทยโอซูก้า,ACTIVE
TMT,674321,ไทยโอซูก้า,0.15% POTASSIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + potassium chloride 150 mg/100 mL) solution for infusion, 1 L bottle",ไทยโอซูก้า,ACTIVE
TMT,1049630,F 12249,0.25% DPCP,"(diphenylcyclopropenone 250 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,674460,ไทยโอซูก้า,0.3% POTASSIUM CHLORIDE AND 0.9% SODIUM CHLORIDE INTRAVENOUS INFUSION B.P,"(potassium chloride 300 mg/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bottle",ไทยโอซูก้า,ACTIVE
TMT,1308824,ไทยโอซูก้า,0.3% POTASSIUM CHLORIDE AND 0.9% SODIUM CHLORIDE INTRAVENOUS INFUSION B.P.,"(potassium chloride 300 mg/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag",ไทยโอซูก้า,ACTIVE
TMT,674378,ไทยโอซูก้า,0.3% POTASSIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + potassium chloride 300 mg/100 mL) solution for infusion, 1 L bottle",ไทยโอซูก้า,ACTIVE
TMT,558913,ไทยโอซูก้า,0.3%SODIUM CHLORIDE AND 3.3% DEXTROSE INJECTION,"(dextrose 3.3 g/100 mL + sodium chloride 300 mg/100 mL) solution for injection/infusion, 100 mL bag",ไทยโอซูก้า,ACTIVE
TMT,798881,ไทยนครพัฒนา,0.45% SODIUM CHLORIDE,"(sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
TMT,798899,ไทยนครพัฒนา,0.45% SODIUM CHLORIDE,"(sodium chloride 450 mg/100 mL) solution for infusion, 500 mL bag",ไทยนครพัฒนา,ACTIVE
TMT,528291,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.45% SODIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,528270,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.45% SODIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + sodium chloride 450 mg/100 mL) solution for infusion, 500 mL bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,1308594,HARD BAG,0.45% SODIUM CHLORIDE INJECTION B.P.,"(ไทยโอซูก้า) (sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag",ไทยโอซูก้า,ACTIVE
TMT,827973,HARD BAG,0.45% SODIUM CHLORIDE INJECTION B.P.,"(ไทยโอซูก้า) (sodium chloride 450 mg/100 mL) solution for infusion, 1 L bottle",ไทยโอซูก้า,ACTIVE
TMT,1251211,SOFT BAG,0.45% SODIUM CHLORIDE INJECTION B.P.,"(ไทยโอซูก้า) (sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag",ไทยโอซูก้า,ACTIVE
TMT,1308784,ไทยโอซูก้า,0.45% SODIUM CHLORIDE INJECTION B.P.,"(sodium chloride 450 mg/100 mL) solution for infusion, 500 mL bag",ไทยโอซูก้า,ACTIVE
TMT,849230,ไทยโอซูก้า,0.45% SODIUM CHLORIDE INJECTION B.P.,"(sodium chloride 450 mg/100 mL) solution for infusion, 500 mL bottle",ไทยโอซูก้า,ACTIVE
TMT,560100,"B. BRAUN MELSUNGEN, GERMANY",0.45% W/V SODIUM CHLORIDE AND 5% W/V GLUCOSE,"(dextrose 5 g/100 mL + sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag","B. BRAUN MELSUNGEN, GERMANY",ACTIVE
TMT,1178274,F 12499,0.5% CHLORHEXIDINE IN 70% ALCOHOL,"(chlorhexidine gluconate 500 mg/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 1 L gallon",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1049682,F 12249,0.5% DPCP,"(diphenylcyclopropenone 500 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1256022,F 10674,0.5% MOXIFLOXACIN,"(moxifloxacin 500 mg/100 mL) solution for injection, 0.15 mL prefilled syr",โรงพยาบาลเชียงรายประชานุเคราะห์,ACTIVE
TMT,1049735,F 12249,0.75% DPCP,"(diphenylcyclopropenone 750 mg/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1114557,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,1114519,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection/infusion, 100 mL bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,801533,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801477,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 150 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801551,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 2 L bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801496,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 250 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801514,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 500 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801454,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection/infusion, 100 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801420,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection/infusion, 25 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,801449,"BAXTER HEALTHCARE PHILS, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection/infusion, 50 mL bag","BAXTER HEALTHCARE PHILS, PHILIPPINES",ACTIVE
TMT,1002237,"BAXTER HEALTHCARE, AUSTRALIA",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag","BAXTER HEALTHCARE, AUSTRALIA",ACTIVE
TMT,964898,"EURO-MED LABORATORIES, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for infusion, 500 mL bag","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,964879,"EURO-MED LABORATORIES, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection, 10 mL unit dose","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,964846,"EURO-MED LABORATORIES, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection, 2 mL unit dose","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,964851,"EURO-MED LABORATORIES, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection, 3 mL unit dose","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,964867,"EURO-MED LABORATORIES, PHILIPPINES",0.9% SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection, 5 mL unit dose","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,528355,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.9% SODIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,528338,"B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",0.9% SODIUM CHLORIDE AND 5% GLUCOSE B.P.,"(dextrose 5 g/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 500 mL bag","B. BRAUN MEDICAL INDUSTRIES, MALAYSIA",ACTIVE
TMT,1172010,ฟาร์ม่า อินโนวา,0.9% SODIUM CHLORIDE NSS,"(sodium chloride 900 mg/100 mL) solution for injection, 10 mL prefilled syr",ฟาร์ม่า อินโนวา,ACTIVE
TMT,1172075,ฟาร์ม่า อินโนวา,0.9% SODIUM CHLORIDE NSS,"(sodium chloride 900 mg/100 mL) solution for injection, 3 mL prefilled syr",ฟาร์ม่า อินโนวา,ACTIVE
TMT,1171559,ฟาร์ม่า อินโนวา,0.9% SODIUM CHLORIDE NSS,"(sodium chloride 900 mg/100 mL) solution for injection, 5 mL prefilled syr",ฟาร์ม่า อินโนวา,ACTIVE
TMT,1114590,"B. BRAUN MELSUNGEN, GERMANY",0.9% W/V SODIUM CHLORIDE,"(sodium chloride 900 mg/100 mL) solution for injection/infusion, 100 mL bag","B. BRAUN MELSUNGEN, GERMANY",ACTIVE
TMT,1157510,F 10723,1% CHLORHEXIDINE IN ALCOHOL 70%,"(chlorhexidine gluconate 1 g/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 30 mL bottle",โรงพยาบาลแม่สอด,ACTIVE
TMT,1049788,F 12249,1% DPCP,"(diphenylcyclopropenone 1 g/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1049837,F 12249,1.25% DPCP,"(diphenylcyclopropenone 1.25 g/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1049885,F 12249,1.5% DPCP,"(diphenylcyclopropenone 1.5 g/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1319074,F 13814,1.5% HYDROGEN PEROXIDE MOUTH CARE 250 ML,"(hydrogen peroxide 1.5 mL/100 mL) gargle/mouthwash, 250 mL bottle",โรงพยาบาลศิริราช,ACTIVE
TMT,1023663,F 10677,1/2 N.S.S.,"(sodium chloride 450 mg/100 mL) solution for infusion, 1 L bottle",โรงพยาบาลราชบุรี,ACTIVE
TMT,1023659,F 10677,1/2 N.S.S.,"(sodium chloride 450 mg/100 mL) solution for infusion, 500 mL bottle",โรงพยาบาลราชบุรี,ACTIVE
TMT,893322,F 13755,10 % UREA IN 0.02 % TA CREAM,"(triamcinolone acetonide 20 mg/100 g + urea 10 g/100 g) cream, 150 g jar",โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง,ACTIVE
TMT,893305,F 13755,10 % UREA IN 0.02 % TA CREAM,"(triamcinolone acetonide 20 mg/100 g + urea 10 g/100 g) cream, 30 g jar",โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง,ACTIVE
TMT,556853,ไทยนครพัฒนา,10% DEXTROSE,"(dextrose 10 g/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
TMT,836203,ไทยนครพัฒนา,10% DEXTROSE,"(dextrose 10 g/100 mL) solution for infusion, 500 mL bag",ไทยนครพัฒนา,ACTIVE
TMT,558604,ไทยนครพัฒนา,10% DEXTROSE AND 0.45% SODIUM CHLORIDE,"(dextrose 10 g/100 mL + sodium chloride 450 mg/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
TMT,558777,ไทยนครพัฒนา,10% DEXTROSE AND 0.9% SODIUM CHLORIDE,"(dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
TMT,791871,ไทยนครพัฒนา,10% DEXTROSE AND 0.9% SODIUM CHLORIDE,"(dextrose 10 g/100 mL + sodium chloride 900 mg/100 mL) solution for infusion, 500 mL bag",ไทยนครพัฒนา,ACTIVE
TMT,965061,"EURO-MED LABORATORIES, PHILIPPINES",10% DEXTROSE IN WATER,"(dextrose 10 g/100 mL) solution for infusion, 1 L bag","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,965057,"EURO-MED LABORATORIES, PHILIPPINES",10% DEXTROSE IN WATER,"(dextrose 10 g/100 mL) solution for infusion, 500 mL bag","EURO-MED LABORATORIES, PHILIPPINES",ACTIVE
TMT,567538,ไทยโอซูก้า,10% MANNITOL,"(mannitol 10 g/100 mL) solution for infusion, 100 mL bag",ไทยโอซูก้า,ACTIVE
TMT,1116712,F 10666,10% S.A.,"(salicylic acid 10 g/100 g) ointment, 30 g tube",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1116881,F 10666,10% S.A. + 0.1% T.A.,"(salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g) cream, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1116913,F 10666,10% S.A. + 0.1% T.A.,"(salicylic acid 10 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1258533,F 10666,10% S.A. OINT,"(salicylic acid 10 g/100 g) ointment, 60 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1357543,F 10666,10% SULFUR OINTMENT 60 G,"(sulfur 10 g/100 g) ointment, 60 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1345421,F 10666,10% UREA CREAM 30 G,"(urea 10 g/100 g) cream, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1345762,F 10666,10% UREA CREAM 60 G,"(urea 10 g/100 g) cream, 60 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1323291,F 13814,10% UREA IN 0.1%TA CREAM 30 G,"(triamcinolone acetonide 100 mg/100 g + urea 10 g/100 g) cream, 30 g tube",โรงพยาบาลศิริราช,ACTIVE
TMT,1323243,F 13814,10% UREA IN BETAMETHASONE CREAM 30 G,"(betamethasone valerate 100 mg/100 g + urea 10 g/100 g) cream, 30 g tube",โรงพยาบาลศิริราช,ACTIVE
TMT,1345677,F 10666,2% CHLORHEXIDINE IN 70% ALCOHOL,"(chlorhexidine gluconate 2 g/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 500 mL bottle",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1178328,F 12499,2% CHLORHEXIDINE IN 70% ALCOHOL,"(chlorhexidine gluconate 2 g/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 1 L gallon",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,1157599,F 10723,2% CHLORHEXIDINE IN ALCOHOL 70%,"(chlorhexidine gluconate 2 g/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 240 mL bottle",โรงพยาบาลแม่สอด,ACTIVE
TMT,1157552,F 10723,2% CHLORHEXIDINE IN ALCOHOL 70%,"(chlorhexidine gluconate 2 g/100 mL + ethyl alcohol 70 mL/100 mL) cutaneous solution, 30 mL bottle",โรงพยาบาลแม่สอด,ACTIVE
TMT,1049939,F 12249,2% DPCP,"(diphenylcyclopropenone 2 g/100 mL) cutaneous solution, 5 mL bottle",สถาบันโรคผิวหนัง,ACTIVE
TMT,1222004,F 10666,2% GANCICLOVIR EYE DROP,"(ganciclovir 2 g/100 g) eye drops, solution, 10 mL bottle",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1270901,M 13756,2% GANCICLOVIR EYE DROP,"(ganciclovir 20 mg/1 mL) ear/eye drops, solution, 10 mL bottle","จุฬาลงกรณ์ สภากาชาดไทย,รพ.",ACTIVE
TMT,1222070,F 14972,2% MENTHOL CREAM,"(menthol 2 g/100 g) cream, 30 g jar",โรงพยาบาลมหาวิทยาลัยนเรศวร,ACTIVE
TMT,1341438,F 15199,2% SODIUM BICARBONATE MOUTHWASH,"(sodium bicarbonate 2 g/100 mL) gargle/mouthwash, 300 mL bottle",โรงพยาบาลคณะทันตแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,ACTIVE
TMT,1348916,F 10666,2% XYLOCAINE VISCOUS 120 ML,"(lidocaine hydrochloride 2 g/100 mL) oral gel, 120 mL bottle",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1315287,M 10700,20 MG/ML AMIKACIN EYE DROP,"(amikacin sulfate 2 g/100 mL) eye drops, solution, 5 mL bottle",โรงพยาบาลศรีสะเกษ,ACTIVE
TMT,856960,"PT.OTSUKA, INDONESIA",20% MANNITOL,"(mannitol 20 g/100 mL) solution for infusion, 250 mL bag","PT.OTSUKA, INDONESIA",ACTIVE
TMT,1116749,F 10666,20% S.A.,"(salicylic acid 20 g/100 g) ointment, 30 g tube",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1116945,F 10666,20% S.A. + 0.1% T.A.,"(salicylic acid 20 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1351780,F 10666,20% UREA CREAM 120 G,"(urea 20 g/100 g) cream, 120 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1342739,F 10666,20% UREA CREAM 30 G,"(urea 20 g/100 g) cream, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1342112,F 10666,20% UREA CREAM 60 G,"(urea 20 g/100 g) cream, 60 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1322659,F 12438,24% SUCROSE SYRUP,"(sucrose 24 g/100 mL) syrup, 30 mL bottle",สถาบันสุขภาพเด็กแห่งชาติมหาราชินี,ACTIVE
TMT,1318340,F 13814,25% SODIUM THIOSULFATE INJ 100 ML,"(sodium thiosulfate 25 g/100 mL) solution for injection, 100 mL vial",โรงพยาบาลศิริราช,ACTIVE
TMT,1319396,F 13814,25% SODIUM THIOSULFATE INJ 20 ML,"(sodium thiosulfate 25 g/100 mL) solution for injection, 20 mL vial",โรงพยาบาลศิริราช,ACTIVE
TMT,869300,แอตแลนติค,3 B,"(cyanocobalamin 50 mcg + pyridoxine hydrochloride 5 mg + thiamine 100 mg) tablet, 1 tablet",แอตแลนติค,ACTIVE
TMT,868002,เบสซี่แอรอน,3 BEE VITAMINS,"(cyanocobalamin 100 mcg + pyridoxine hydrochloride 50 mg + thiamine 100 mg) tablet, 1 tablet",เบสซี่แอรอน,ACTIVE
TMT,1116978,F 10666,3% S.A. + 0.1% T.A.,"(salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g) cream, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1117009,F 10666,3% S.A. + 0.1% T.A.,"(salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 30 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,1258580,F 10666,3% S.A. + 0.1% T.A. OINT 60 GM,"(salicylic acid 3 g/100 g + triamcinolone acetonide 100 mg/100 g) ointment, 60 g jar",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,810781,ฟาร์ม่า อินโนวา,3% SODIUM CHLORIDE,"(sodium chloride 3 g/100 mL) solution for injection, 5 mL ampoule",ฟาร์ม่า อินโนวา,ACTIVE
TMT,1311379,F 10700,3% SODIUM CHLORIDE EYE DROP,"(sodium chloride 3 g/100 mL) eye drops, solution, 5 mL bottle",โรงพยาบาลศรีสะเกษ,ACTIVE
TMT,1179981,F 12499,30 % EUCALYPTUS SOLUTION,"(eucalyptus oil 30 mL/100 mL) inhalation vapour, solution, 450 mL bottle",สำนักอนามัยกรุงเทพมหานคร,ACTIVE
TMT,747514,3 เอ็ม,3M ALCOHOL PAD,"(ethyl alcohol 67.7 g/100 mL) impregnated dressing, 1 dressing",3 เอ็ม,ACTIVE
TMT,993138,แอคดอน,3-VITADON,"(cyanocobalamin 50 mcg + pyridoxine hydrochloride 10 mg + thiamine hydrochloride 100 mg) tablet, 1 t",แอคดอน,ACTIVE
TMT,1256080,F 10666,40% GLUCOSE GEL FOR ORAL,"(dextrose 40 g/100 mL) oral gel, 2 mL prefilled syr",โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TMT,557702,ไทยนครพัฒนา,5% DEXTROSE,"(dextrose 5 g/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
TMT,557725,ไทยนครพัฒนา,5% DEXTROSE,"(dextrose 5 g/100 mL) solution for infusion, 500 mL bag",ไทยนครพัฒนา,ACTIVE
TMT,557718,ไทยนครพัฒนา,5% DEXTROSE,"(dextrose 5 g/100 mL) solution for injection/infusion, 100 mL bag",ไทยนครพัฒนา,ACTIVE
TMT,559217,ไทยนครพัฒนา,5% DEXTROSE AND 0.18% SODIUM CHLORIDE,"(dextrose 5 g/100 mL + sodium chloride 180 mg/100 mL) solution for infusion, 1 L bag",ไทยนครพัฒนา,ACTIVE
