source_type,reference_code,generic_name,trade_name,dosage_form,manufacturer,status
TTMT,9000400,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลพระปกเกล้า,ACTIVE
TTMT,9000459,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลพระปกเกล้า,ACTIVE
TTMT,9001267,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TTMT,9001279,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลมหาราชนครราชสีมา,ACTIVE
TTMT,9001687,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลสรรพสิทธิประสงค์,ACTIVE
TTMT,9001694,ไพล,ไพล,ครีม,โรงพยาบาลสรรพสิทธิประสงค์,ACTIVE
TTMT,9001706,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลสรรพสิทธิประสงค์,ACTIVE
TTMT,9002120,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9002131,พญายอ,พญายอ,ขี้ผึ้ง,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9002149,พญายอ,พญายอ,ครีม,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9002154,พลู,พลู,ยาน้ำแขวนตะกอน,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9002165,พลู,พลู,ครีม,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9002177,ไพล,ไพล,ครีม,โรงพยาบาลอุตรดิตถ์,ACTIVE
TTMT,9003783,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลอินทร์บุรี,ACTIVE
TTMT,9003806,พญายอ,พญายอ,ครีม,โรงพยาบาลอินทร์บุรี,ACTIVE
TTMT,9003810,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลอินทร์บุรี,ACTIVE
TTMT,9003847,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลอินทร์บุรี,ACTIVE
TTMT,9004258,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลหนองคาย,ACTIVE
TTMT,9004262,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลหนองคาย,ACTIVE
TTMT,9005122,ไพล,ไพล,ครีม,โรงพยาบาลนครพิงค์,ACTIVE
TTMT,9005935,พญายอ,พญายอ,ครีม,โรงพยาบาลศรีสังวาลย์,ACTIVE
TTMT,9007164,พริก,พริก,ครีม,โรงพยาบาลเพชรบูรณ์,ACTIVE
TTMT,9007571,พญายอ,คาลาไมด์พญายอ,ยาน้ำแขวนตะกอน,โรงพยาบาลดำเนินสะดวก,ACTIVE
TTMT,9007585,พญายอ,พญายอเจล,เจล,โรงพยาบาลดำเนินสะดวก,ACTIVE
TTMT,9007592,พญายอ,พญายอ,ยาครีมสำหรับป้ายปาก,โรงพยาบาลดำเนินสะดวก,ACTIVE
TTMT,9007603,พริก,เจลพริก,เจล,โรงพยาบาลดำเนินสะดวก,ACTIVE
TTMT,9008423,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลกระบี่,ACTIVE
TTMT,9008434,ขิง,ขิง,ยาแคปซูล,โรงพยาบาลกระบี่,ACTIVE
TTMT,9008447,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาแคปซูล,โรงพยาบาลกระบี่,ACTIVE
TTMT,9008468,พญายอ,พญายอ,ครีม,โรงพยาบาลกระบี่,ACTIVE
TTMT,9008475,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลกระบี่,ACTIVE
TTMT,9008499,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลกระบี่,ACTIVE
TTMT,9009310,รางจืด,รางจืด,ยาชง,โรงพยาบาลพัทลุง,ACTIVE
TTMT,9009323,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลพัทลุง,ACTIVE
TTMT,9010132,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลบางซ้าย,ACTIVE
TTMT,9010178,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลบางซ้าย,ACTIVE
TTMT,9010184,มะขามแขก,มะขามแขก,ยาแคปซูล,โรงพยาบาลบางซ้าย,ACTIVE
TTMT,9010197,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลบางซ้าย,ACTIVE
TTMT,9010653,มะขามแขก,มะขามแขก,ยาแคปซูล,โรงพยาบาลโพธิ์ทอง,ACTIVE
TTMT,9010669,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลโพธิ์ทอง,ACTIVE
TTMT,9010676,รางจืด,รางจืด,ยาชง,โรงพยาบาลโพธิ์ทอง,ACTIVE
TTMT,9010682,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลโพธิ์ทอง,ACTIVE
TTMT,9011149,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011154,มะขามแขก,มะขามแขก,ยาแคปซูล,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011165,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011177,รางจืด,รางจืด,ยาชง,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011183,หญ้าปักกิ่ง,หญ้าปักกิ่ง,ยาแคปซูล,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011196,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลวิเศษชัยชาญ,ACTIVE
TTMT,9011623,มะขามแขก,มะขามแขก,ยาแคปซูล,โรงพยาบาลสามโก้,ACTIVE
TTMT,9011634,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลสามโก้,ACTIVE
TTMT,9012042,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลหนองม่วง,ACTIVE
TTMT,9012455,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลพรหมบุรี,ACTIVE
TTMT,9013264,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9013272,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9013293,บัวบก,บัวบก,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9013303,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9013319,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9013326,ว่านชักมดลูก,ว่านชักมดลูก,ยาแคปซูล,โรงพยาบาลสรรคบุรี,ACTIVE
TTMT,9014535,กระเทียม,Allium cap,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014542,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014557,คำฝอย,Carthamus powder,ยาชง,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014561,คำฝอย,Carthamus cap,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014574,บอระเพ็ด,Timospora cap,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014588,พญายอ,Clinacanthus tincture,ทิงเจอร์,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014590,พญายอ,Clinacanthus cream,ครีม,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014601,เพชรสังฆาต,cissus capsul,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014617,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014629,มะขามแขก,Senna cap.,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014638,ยอ,Morinda cap.,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014640,ส้มแขก,Garcinia cap,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014655,หญ้าหนวดแมว,Orthohiphom powder,ยาชง,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9014664,เหงือกปลาหมอ,Acanthus cap.,ยาแคปซูล,โรงพยาบาลหนองโดน,ACTIVE
TTMT,9015470,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลมวกเหล็ก,ACTIVE
TTMT,9016282,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลพานทอง,ACTIVE
TTMT,9016691,กระเจี๊ยบแดง,ยาชงกระเจี๊ยบแดง,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016712,ขิง,ยาชงขิง,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016720,คำฝอย,ยาชงคำฝอย,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016749,เถาวัลย์เปรียง,ยาเถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016754,บอระเพ็ด,ยาบอระเพ็ด,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016765,ใบหม่อน,ชาชงใบหม่อน,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016796,เพชรสังฆาต,ยาเพชรสังฆาต ตำรับ2,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016806,มะระขี้นก,ยามะระขี้นก,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016810,รางจืด,ยาชงรางจืด,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016823,ว่านชักมดลูก,ยาว่านชักมดลูก,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016834,หญ้าดอกขาว,ยาชงหญ้าดอกขาว,ยาชง,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9016847,เหงือกปลาหมอ,ยาเหงือกปลาหมอ,ยาแคปซูล,โรงพยาบาลพนัสนิคม,ACTIVE
TTMT,9018867,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลวังจันทร์,ACTIVE
TTMT,9018879,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลวังจันทร์,ACTIVE
TTMT,9018898,พญายอ,พญายอ,ครีม,โรงพยาบาลวังจันทร์,ACTIVE
TTMT,9018908,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลวังจันทร์,ACTIVE
TTMT,9018920,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลวังจันทร์,ACTIVE
TTMT,9020135,ขมิ้นชัน,ขมิ้นชัน แคปซูล,ยาแคปซูล,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9020142,คำฝอย,ชาชงคำฝอย,ยาชง,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9020157,ชุมเห็ดเทศ,ชาชงชุมเห็ดเทศ,ยาชง,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9020161,พริกไทย,พริกไทยแคปซูล,ยาแคปซูล,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9020174,เพชรสังฆาต,เพชรสังฆาต แคปซูล,ยาแคปซูล,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9020190,รางจืด,ชาชงรางจืด,ยาชง,โรงพยาบาลเขาคิชฌกูฏ,ACTIVE
TTMT,9021002,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลแปลงยาว,ACTIVE
TTMT,9021018,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลแปลงยาว,ACTIVE
TTMT,9021025,พญายอ,พญายอ,ครีม,โรงพยาบาลแปลงยาว,ACTIVE
TTMT,9021039,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลแปลงยาว,ACTIVE
TTMT,9021041,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลแปลงยาว,ACTIVE
TTMT,9021877,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021896,ขิง,ขิง,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021934,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021947,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021952,บัวบก,บัวบก,ยาแคปซูล,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021975,พญายอ,พญายอ,ครีม,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021981,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9021999,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022009,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022013,มะระขี้นก,มะระขี้นก,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022032,รางจืด,รางจืด,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022066,หญ้าดอกขาว,หญ้าดอกขาว,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022078,หญ้าปักกิ่ง,หญ้าปักกิ่ง,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022084,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลบ้านนา,ACTIVE
TTMT,9022508,กระเจี๊ยบแดง,กระเจี๊ยบแดง,ยาชง,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022512,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022520,ขมิ้นชัน,ขมิ้นชัน,ยาเม็ด,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022549,ขิง,ขิง,ยาชง,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022565,ชุมเห็ดเทศ,ชาชงชุมเห็ดเทศ,ยาชง,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022583,เถาวัลย์เปรียง,สมุนไพรโรงพยาบาลวังน้ำเย็น,ยาแคปซูล,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022651,เพชรสังฆาต,สมุนไพรโรงพยาบาลวังน้ำเย็น,ยาแคปซูล,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022679,ฟ้าทะลายโจร,ยาฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022680,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาลูกกลอน,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9022698,รางจืด,รางจืด,ยาชง,โรงพยาบาลวังน้ำเย็น,ACTIVE
TTMT,9023516,กระเทียม,กระเทียม,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023528,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023537,คำฝอย,ดอกคำฝอย,ยาชง,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023544,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023559,ตะไคร้,ตะไคร้,ยาชง,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023563,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023571,บอระเพ็ด,บอระเพ็ด,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023585,เพชรสังฆาต,เพชรสังฆาต,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023592,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023603,รางจืด,รางจืด,ยาชง,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9023619,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลขามสะแกแสง,ACTIVE
TTMT,9024022,กระเจี๊ยบแดง,กระเจี๊ยบแดง,ยาต้ม,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024046,ขิง,ชาขิง,ยาชง,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024051,คำฝอย,ชาดอกคำฝอย,ยาชง,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024067,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024098,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024112,หญ้าดอกขาว,หญ้าดอกขาว,ยาชง,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9024120,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลสูงเนิน,ACTIVE
TTMT,9025735,กล้วย,ยากล้วยแคปซุล รพ.คูเมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025742,ขมิ้นชัน,ยาขมิ้นชันแคปซูล รพ.คูเมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025757,ขิง,ขิง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025788,บัวบก,บัวบกแคปซูล รพ.คูเมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025790,พญายอ,ยาครีมพญายอ รพ.คูเมือง,เจล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025816,เพชรสังฆาต,ยาเพชรสังฆาตแคปซูล รพ.คูเมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025828,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025837,มะขามแขก,ยามะขามแขกแคปซูล รพ.คูมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025844,มะระขี้นก,ยามะระขี้นกแคปซูล รพ.คูเมือง,ยาแคปซูล,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9025859,รางจืด,รางจืด,ยาชง,โรงพยาบาลคูเมือง,ACTIVE
TTMT,9026696,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลประโคนชัย,ACTIVE
TTMT,9029921,พญายอ,ยาดองเสลดพังพอน,ทิงเจอร์,โรงพยาบาลกาบเชิง,ACTIVE
TTMT,9029932,พญายอ,เสลดพังพอนกลีเซอรีน,สารละลายสำหรับป้ายปาก,โรงพยาบาลกาบเชิง,ACTIVE
TTMT,9029945,พลู,พลู,ทิงเจอร์,โรงพยาบาลกาบเชิง,ACTIVE
TTMT,9029950,ฟ้าทะลายโจร,แคปซูลฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลกาบเชิง,ACTIVE
TTMT,9029966,รางจืด,ชาชงรางจืด,ยาชง,โรงพยาบาลกาบเชิง,ACTIVE
TTMT,9031176,ขมิ้นชัน,ขมิ้นชันห้วยเฮิร์บ,ยาแคปซูล,โรงพยาบาลห้วยทับทัน,ACTIVE
TTMT,9031218,รางจืด,รางจืด,ยาชง,โรงพยาบาลห้วยทับทัน,ACTIVE
TTMT,9031225,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลห้วยทับทัน,ACTIVE
TTMT,9031633,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลนาจะหลวย,ACTIVE
TTMT,9031646,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลนาจะหลวย,ACTIVE
TTMT,9031679,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลนาจะหลวย,ACTIVE
TTMT,9031680,มะระขี้นก,มะระขี้นก,ยาแคปซูล,โรงพยาบาลนาจะหลวย,ACTIVE
TTMT,9032104,ขมิ้นชัน,ขมิ้นชันแคปซูล,ยาแคปซูล,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032115,ชุมเห็ดเทศ,ชาชุมเห็ดเทศ,ยาชง,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032127,ตะไคร้,ชาตะไคร้,ยาชง,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032136,ทิงเจอร์ทองพันชั่ง,ทิงเจอร์ทองพันชั่ง,ทิงเจอร์,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032143,ใบเตย,ชาใบเตย,ยาชง,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032158,พญายอ,ทิงเจอร์พญายอ,ทิงเจอร์,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032162,ฟ้าทะลายโจร,ฟ้าทะลายโจรแคปซูล,ยาแคปซูล,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032170,รางจืด,ชารางจืด,ยาชง,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9032189,หญ้าหนวดแมว,ชาหญ้าหนวดแมว,ยาชง,โรงพยาบาลตระการพืชผล,ACTIVE
TTMT,9033007,คำฝอย,ยาชงดอกคำฝอย,ยาชง,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033024,ชุมเห็ดเทศ,ยาชงชุมเห็ดเทศ,ยาชง,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033048,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033053,ย่านางแดง,ยาชงย่านางแดง,ยาชง,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033069,รางจืด,ยาชงรางจืด,ยาชง,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033076,หญ้าหนวดแมว,ยาชงหญ้าหนวดแมว,ยาชง,โรงพยาบาลกุดชุม,ACTIVE
TTMT,9033886,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลจัตุรัส,ACTIVE
TTMT,9034296,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลบำเหน็จณรงค์,ACTIVE
TTMT,9034310,รางจืด,รางจืด,ยาแคปซูล,โรงพยาบาลบำเหน็จณรงค์,ACTIVE
TTMT,9035125,กระเจี๊ยบแดง,ชาชงกระเจี๊ยบ โรงพยาบาลพนา,ยาชง,โรงพยาบาลพนา,ACTIVE
TTMT,9035141,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลพนา,ACTIVE
TTMT,9035156,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลพนา,ACTIVE
TTMT,9035187,รางจืด,ชาชงรางจืด โรงพยาบาลพนา,ยาชง,โรงพยาบาลพนา,ACTIVE
TTMT,9035194,หญ้าหนวดแมว,หญ้าหนวดแมว,ยาชง,โรงพยาบาลพนา,ACTIVE
TTMT,9036004,ขมิ้นชัน,พลทิพย์,ยาแคปซูล,โรงพยาบาลพล,ACTIVE
TTMT,9036015,ขิง,พลทิพย์,ยาผง,โรงพยาบาลพล,ACTIVE
TTMT,9036027,ชุมเห็ดเทศ,พลทิพย์,ยาชง,โรงพยาบาลพล,ACTIVE
TTMT,9036036,ตะไคร้,พลทิพย์,ยาชง,โรงพยาบาลพล,ACTIVE
TTMT,9036043,เถาวัลย์เปรียง,พลทิพย์,ยาแคปซูล,โรงพยาบาลพล,ACTIVE
TTMT,9036058,บอระเพ็ด,พลทิพย์,ยาแคปซูล,โรงพยาบาลพล,ACTIVE
TTMT,9036062,พญายอ,พลทิพย์,ยาน้ำแขวนตะกอน,โรงพยาบาลพล,ACTIVE
TTMT,9036070,พญายอ,พลทิพย์,เจล,โรงพยาบาลพล,ACTIVE
TTMT,9036089,ฟ้าทะลายโจร,พลทิพย์,ยาแคปซูล,โรงพยาบาลพล,ACTIVE
TTMT,9036091,มะระขี้นก,พลทิพย์,ยาแคปซูล,โรงพยาบาลพล,ACTIVE
TTMT,9036101,รางจืด,พลทิพย์,ยาชง,โรงพยาบาลพล,ACTIVE
TTMT,9036117,หญ้าหนวดแมว,พลทิพย์,ยาชง,โรงพยาบาลพล,ACTIVE
TTMT,9037326,เถาวัลย์เปรียง,เถาวัลย์เปรียง,ยาแคปซูล,โรงพยาบาลเซกา,ACTIVE
TTMT,9038543,พญายอ,พญายอ,สารละลายสำหรับป้ายปาก,โรงพยาบาลบรบือ,ACTIVE
TTMT,9041360,ขมิ้นชัน,ขมิ้นชัน,ยาแคปซูล,โรงพยาบาลนามน,ACTIVE
TTMT,9041373,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลนามน,ACTIVE
TTMT,9041394,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลนามน,ACTIVE
TTMT,9041413,รางจืด,รางจืด,ยาชง,โรงพยาบาลนามน,ACTIVE
TTMT,9043430,กระชายดำ,กระชายดำ,ยาชง,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043448,ขมิ้นชัน,ขมิ้นชัน,ยาลูกกลอน,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043453,ขิง,ขิง,ยาชง,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043469,คำฝอย,คำฝอย,ยาชง,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043476,ชุมเห็ดเทศ,ชุมเห็ดเทศ,ยาชง,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043495,บอระเพ็ด,บอระเพ็ด,ยาแคปซูล,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043509,บอระเพ็ด,บอระเพ็ด,ยาลูกกลอน,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043513,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาลูกกลอน,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
TTMT,9043521,ฟ้าทะลายโจร,ฟ้าทะลายโจร,ยาแคปซูล,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร,ACTIVE
